id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
7752,1,1,2,171,1,1,133.1,1,3,1,2,3,117.0,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout
7753,1,39,1,9147,1,1,133.1,1,19,19,9,9,122.4,0,0,0,1,0,0,25,0,0,5,12,4,11.0,0,0,5,9,4,11.25,0,13.9,-0.3,0.79,Enrolled
7754,1,44,1,9003,1,39,140.0,1,3,1,4,6,140.0,1,0,0,1,1,0,20,0,0,6,15,5,11.571428571428571,0,0,6,17,6,11.571428571428571,0,16.2,0.3,-0.92,Graduate
7755,1,17,1,9773,1,1,140.0,1,1,37,4,7,124.6,0,0,0,1,0,1,19,0,0,6,7,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,16.2,0.3,-0.92,Enrolled
7756,1,17,2,9254,1,1,122.0,1,19,38,9,8,116.9,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
7757,1,1,2,9773,1,1,125.0,1,37,37,9,9,125.5,1,0,0,1,0,0,19,0,0,6,9,5,12.6,0,0,6,10,4,11.75,0,10.8,1.4,1.74,Enrolled
7758,4,39,2,9147,1,1,133.1,1,19,37,7,8,116.0,0,0,0,1,0,1,36,0,0,5,6,4,13.0,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
7759,1,1,1,171,1,1,150.0,1,37,37,9,9,139.8,1,0,0,1,0,0,26,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
7760,1,53,1,9085,1,42,140.0,1,1,1,4,4,143.4,1,0,0,0,0,0,22,0,7,9,13,8,13.125,0,4,9,18,5,12.2,0,8.9,1.4,3.51,Enrolled
7761,1,17,1,9773,1,1,141.0,1,1,19,5,5,128.7,0,0,0,1,0,1,18,0,0,6,6,6,13.333333333333334,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate
7762,1,7,1,9119,1,3,130.0,1,1,19,90,90,130.0,0,0,0,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
7763,1,39,1,9003,1,1,120.0,1,1,19,5,5,119.4,1,0,0,0,1,0,29,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
7764,1,17,2,9773,1,1,115.0,1,1,1,4,3,116.1,1,0,0,1,0,0,20,0,0,6,7,6,13.857142857142858,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
7765,1,39,1,9254,1,19,133.1,1,1,38,4,7,98.1,0,0,0,0,0,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
7766,2,43,1,9991,0,1,120.0,1,37,37,9,9,128.2,0,0,0,0,1,0,32,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
7767,1,1,3,9500,1,1,145.0,1,19,37,5,7,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
7768,1,1,1,9147,1,1,133.1,1,1,1,4,7,100.0,0,0,0,1,1,0,20,0,0,5,9,2,10.0,0,0,5,14,1,10.0,3,16.2,0.3,-0.92,Enrolled
7769,1,44,1,9003,1,39,150.0,1,38,19,9,8,150.0,0,0,0,1,1,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.142857142857142,0,16.2,0.3,-0.92,Enrolled
7770,1,1,1,9773,1,1,111.0,1,1,1,3,3,105.5,1,0,0,1,0,0,22,0,0,6,9,5,12.8,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate
7771,1,1,5,171,1,1,124.0,1,1,38,5,8,117.1,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
7772,2,39,1,9238,1,19,133.1,1,37,37,9,8,130.0,0,0,0,1,0,0,31,0,0,6,10,4,12.0,0,0,6,9,3,12.0,0,9.4,-0.8,-3.12,Dropout
7773,2,39,1,9991,0,1,120.0,1,37,37,9,9,100.0,0,0,0,1,1,0,35,0,0,5,9,1,10.0,0,0,5,10,1,10.0,0,12.7,3.7,-1.7,Enrolled
7774,1,1,2,9147,1,1,128.0,1,1,1,3,3,116.5,1,0,0,1,0,0,19,0,0,5,8,5,11.4,0,0,5,6,5,11.6,0,12.4,0.5,1.79,Graduate
7775,1,39,1,33,1,1,140.0,1,37,37,6,6,141.0,0,0,0,1,0,0,26,0,0,7,12,6,12.333333333333334,0,0,7,10,4,11.5,0,12.4,0.5,1.79,Enrolled
7776,1,17,5,9238,1,1,118.0,1,19,19,5,6,110.5,1,0,0,1,0,1,20,0,0,6,7,5,10.2,0,0,6,9,5,11.2,0,12.4,0.5,1.79,Enrolled
7777,1,1,1,9238,1,1,115.0,1,1,19,9,9,109.1,1,0,0,1,0,1,19,0,0,6,8,4,10.5,0,0,6,12,1,10.0,0,12.4,0.5,1.79,Dropout
7778,1,1,1,9670,1,1,150.0,1,38,37,4,10,141.8,0,0,0,1,1,0,19,0,0,6,7,5,13.2,0,0,6,9,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled
7779,1,1,1,9500,1,1,144.0,1,37,38,9,9,137.4,1,0,0,1,0,0,19,0,0,7,8,7,13.542857142857144,0,0,8,8,8,14.22222222222222,0,16.2,0.3,-0.92,Dropout
7780,1,7,1,9130,1,3,140.0,1,3,1,2,4,140.0,0,0,0,0,0,0,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
7781,1,1,2,9254,1,1,115.0,1,19,19,4,9,117.2,0,0,0,1,1,0,18,0,0,6,12,2,13.0,0,0,6,12,0,13.5,0,15.5,2.8,-4.06,Enrolled
7782,1,17,1,9254,1,1,120.0,1,19,1,4,4,113.4,1,0,0,1,1,0,19,0,0,6,10,1,11.0,0,0,6,6,0,0.0,0,10.8,1.4,1.74,Dropout
7783,1,17,3,9500,1,1,131.0,1,19,38,9,9,126.3,1,0,0,1,0,0,18,0,0,8,8,7,12.94375,0,0,8,8,7,12.94375,0,10.8,1.4,1.74,Enrolled
7784,1,17,1,9147,1,1,123.0,1,37,37,4,5,116.7,1,0,0,1,0,0,20,0,0,5,9,0,0.0,0,0,5,12,2,10.5,0,10.8,1.4,1.74,Enrolled
7785,1,43,1,9254,1,6,119.0,1,34,34,0,0,118.4,1,0,0,1,1,0,27,0,0,6,11,1,12.0,0,0,5,8,0,0.0,0,7.6,2.6,0.32,Dropout
7786,1,1,2,9500,1,1,138.0,1,1,19,4,4,123.3,1,0,0,1,0,0,20,0,0,7,7,7,14.901428571428571,0,0,8,9,8,14.094444444444443,0,16.2,0.3,-0.92,Graduate
7787,2,39,1,9670,1,12,110.0,1,34,34,0,0,128.2,1,0,0,0,0,0,50,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
7788,2,39,1,9238,1,12,133.1,1,37,37,9,9,135.0,0,0,0,1,0,0,50,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
7789,1,17,1,9147,1,1,138.0,1,37,37,9,9,123.0,1,0,0,1,0,0,19,0,0,5,9,5,10.8,0,0,5,11,2,13.0,0,10.8,1.4,1.74,Enrolled
7790,1,17,4,9070,1,1,132.0,1,1,19,9,9,120.1,1,1,0,1,0,0,20,0,0,6,6,6,13.333333333333334,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
7791,1,1,5,9500,1,1,141.0,1,38,37,9,6,126.3,1,0,0,1,0,0,20,0,0,8,12,7,12.471428571428572,1,0,8,12,7,12.471428571428572,1,12.7,3.7,-1.7,Graduate
7792,1,1,1,9147,1,1,142.0,1,37,37,9,9,127.0,0,0,0,1,0,1,18,0,0,5,8,3,12.0,0,0,5,7,3,11.0,0,7.6,2.6,0.32,Graduate
7793,1,17,1,9147,1,1,145.0,1,34,34,99,99,132.2,1,0,0,1,0,0,23,0,0,5,8,3,10.5,0,0,5,9,3,12.333333333333334,0,7.6,2.6,0.32,Dropout
7794,1,39,1,8014,0,19,133.1,1,37,37,9,10,110.0,0,0,0,1,0,0,58,0,0,6,10,4,12.25,0,0,6,11,5,11.6,0,16.2,0.3,-0.92,Graduate
7795,1,1,1,9500,1,1,157.0,1,19,1,4,4,149.3,1,0,0,1,0,0,19,0,0,8,8,7,14.035,0,0,8,8,8,14.035,0,15.5,2.8,-4.06,Graduate
7796,1,43,1,9853,1,1,150.0,1,38,19,9,6,131.3,0,0,0,1,0,1,19,0,0,6,7,6,12.666666666666666,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Enrolled
7797,1,17,2,9147,1,1,128.0,1,1,19,9,5,124.2,0,0,0,1,0,0,21,0,0,5,9,5,10.666666666666666,0,0,5,8,2,11.333333333333334,0,15.5,2.8,-4.06,Enrolled
7798,1,17,1,9130,1,1,122.0,1,19,19,5,3,116.1,1,0,1,0,0,0,19,0,0,5,8,4,11.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
7799,1,1,4,9500,1,1,129.0,1,38,37,9,5,120.0,1,0,0,1,0,0,19,0,0,8,8,7,12.454285714285716,0,0,8,8,7,12.454285714285716,0,10.8,1.4,1.74,Graduate
7800,1,1,1,9670,1,1,129.0,1,37,37,9,9,120.0,1,0,0,1,1,0,19,0,0,5,8,4,12.25,0,0,5,6,4,11.5,0,7.6,2.6,0.32,Graduate
7801,1,17,3,9500,1,1,140.0,1,38,38,7,7,124.6,1,0,0,1,0,1,19,0,0,7,8,7,13.3125,0,0,8,8,8,13.9125,0,15.5,2.8,-4.06,Graduate
7802,1,17,3,9254,1,1,121.0,1,29,1,5,3,125.9,1,0,0,0,1,0,21,0,0,6,11,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
7803,1,1,3,9670,1,1,122.0,1,1,19,4,3,115.2,1,0,0,1,0,1,18,0,0,6,7,6,14.714285714285714,0,0,6,8,6,14.375,0,7.6,2.6,0.32,Graduate
7804,1,1,5,171,1,1,129.0,1,3,2,2,2,124.8,1,0,0,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
7805,1,1,1,9773,1,1,160.0,1,1,19,4,5,155.0,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Enrolled
7806,1,1,1,9773,1,1,157.0,1,3,1,2,3,138.4,0,0,0,1,0,0,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.166666666666666,0,8.9,1.4,3.51,Graduate
7807,1,1,1,9500,1,1,145.0,1,19,19,9,7,146.3,1,0,0,1,0,1,18,0,0,7,8,7,14.06,0,0,8,8,8,14.06,0,12.4,0.5,1.79,Graduate
7808,1,1,1,9147,1,1,130.0,1,19,19,9,9,123.8,0,0,0,1,0,0,19,0,0,5,8,4,11.0,0,0,5,10,3,12.0,0,7.6,2.6,0.32,Enrolled
7809,1,44,1,9003,1,39,130.0,1,1,1,4,4,130.0,0,0,1,0,1,0,22,0,0,6,16,4,12.25,0,0,6,13,4,10.0,0,8.9,1.4,3.51,Enrolled
7810,1,1,1,171,1,1,134.0,1,1,1,4,5,136.1,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
7811,2,43,1,9147,1,2,130.0,1,37,37,9,9,130.0,0,0,0,0,0,0,38,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
7812,1,39,1,9003,1,1,130.0,1,1,19,9,9,111.8,1,0,0,1,0,1,24,0,0,6,8,6,12.285714285714286,0,0,6,10,5,11.4,0,12.4,0.5,1.79,Graduate
7813,1,17,1,9853,1,1,141.0,1,1,38,4,5,130.2,1,0,0,1,0,0,19,0,0,6,11,4,11.0,1,0,6,13,4,11.0,0,12.7,3.7,-1.7,Enrolled
7814,1,17,3,9085,1,1,118.0,1,1,19,4,10,110.0,1,0,0,1,0,0,21,0,0,6,9,5,12.4,0,0,6,8,3,12.0,0,12.7,3.7,-1.7,Dropout
7815,1,1,4,9500,1,1,138.0,1,37,19,9,8,127.8,1,0,0,1,0,1,18,0,0,7,8,7,13.391666666666666,0,0,8,8,8,13.55,0,15.5,2.8,-4.06,Graduate
7816,1,39,1,9991,0,1,133.1,1,1,37,4,8,112.9,0,0,0,1,1,0,24,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout
7817,2,43,1,9238,1,1,110.0,1,37,37,3,1,112.9,0,0,0,1,1,0,46,0,6,10,13,6,10.833333333333334,0,2,10,12,2,10.5,0,13.9,-0.3,0.79,Dropout
7818,1,1,1,9500,1,1,138.0,1,37,37,5,5,127.8,0,0,0,1,0,1,19,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,10.8,1.4,1.74,Graduate
7819,1,1,1,171,1,1,134.0,1,19,37,9,3,136.1,1,0,1,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
7820,2,1,2,9500,1,1,133.0,1,1,19,9,9,128.5,0,0,0,1,1,1,19,0,0,8,8,7,13.842857142857143,0,0,8,8,7,13.842857142857143,0,12.7,3.7,-1.7,Graduate
7821,1,39,1,9254,1,19,133.1,1,1,19,4,4,101.0,1,0,1,1,1,0,29,0,0,6,16,3,11.333333333333334,0,0,6,13,2,10.5,0,13.9,-0.3,0.79,Dropout
7822,1,1,1,9991,0,1,120.0,1,1,37,9,9,122.0,0,0,0,1,1,0,20,0,0,5,6,5,13.4,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Graduate
7823,1,39,1,9991,0,1,100.0,1,37,37,9,9,121.7,1,0,0,1,1,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
7824,1,1,1,9085,1,1,168.0,1,1,37,4,7,151.1,1,0,1,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
7825,1,1,1,9238,1,1,123.0,1,1,19,9,5,116.7,0,0,0,1,0,0,18,0,0,6,9,5,11.8,0,0,6,9,6,10.833333333333334,0,11.1,0.6,2.02,Graduate
7826,1,1,1,9119,1,1,130.0,1,19,37,5,5,129.0,0,0,0,1,1,0,18,0,0,5,9,4,12.0,0,0,5,8,2,12.5,0,7.6,2.6,0.32,Enrolled
7827,1,17,3,9070,1,1,118.0,1,3,3,3,3,110.0,1,0,0,1,1,0,20,0,0,6,10,3,11.333333333333334,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
7828,1,1,2,9085,1,1,135.0,1,38,19,5,5,121.0,0,0,0,1,0,0,18,0,0,5,8,3,12.0,0,0,5,7,5,13.0,0,7.6,2.6,0.32,Graduate
7829,1,39,1,8014,0,1,120.0,1,1,1,5,5,126.2,0,0,0,1,0,0,27,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate
7830,1,1,2,9500,1,1,143.0,1,19,1,4,4,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.072222222222225,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,Graduate
7831,1,17,1,9147,1,1,170.0,1,37,19,9,8,99.6,1,0,0,1,1,1,23,0,0,5,5,5,11.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Enrolled
7832,1,1,5,9500,1,1,145.0,1,2,1,3,3,130.5,1,0,0,1,0,0,18,0,0,7,8,7,13.76375,0,0,8,8,7,13.76375,0,15.5,2.8,-4.06,Dropout
7833,1,15,1,9130,1,1,133.1,1,19,37,7,4,100.0,1,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
7834,1,1,1,9773,1,1,136.0,1,19,38,9,9,121.7,1,0,1,1,1,0,18,0,0,6,6,6,11.666666666666666,0,0,6,7,5,12.2,0,12.7,3.7,-1.7,Dropout
7835,1,1,5,9773,1,1,132.0,1,38,37,4,5,119.1,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
7836,1,1,1,9238,1,1,126.0,1,1,38,4,9,125.4,0,0,0,1,0,1,19,0,0,6,8,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,11.1,0.6,2.02,Graduate
7837,1,1,1,9147,1,1,115.0,1,1,1,3,3,108.0,1,0,0,1,0,0,19,0,0,5,8,5,10.6,0,0,5,6,2,10.5,0,12.4,0.5,1.79,Dropout
7838,1,39,1,9085,1,1,130.0,1,37,37,9,9,108.2,1,0,0,1,0,0,28,0,0,5,6,4,12.0,0,0,5,7,4,12.75,1,7.6,2.6,0.32,Enrolled
7839,1,39,1,9003,1,1,150.0,1,19,19,5,5,130.0,0,0,0,1,1,0,24,0,0,6,9,5,12.0,0,0,6,8,5,12.666666666666666,0,16.2,0.3,-0.92,Dropout
7840,2,7,1,9130,1,1,150.0,1,34,34,0,0,150.0,0,0,0,1,0,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
7841,1,1,2,9238,1,1,122.0,1,1,19,9,9,116.8,1,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
7842,1,44,1,9119,1,39,140.0,1,3,19,2,4,140.0,0,0,0,1,1,0,25,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,15.5,2.8,-4.06,Dropout
7843,1,1,6,9238,1,1,150.0,1,19,19,4,7,131.1,1,0,0,1,0,1,18,0,0,6,11,6,11.625,0,0,6,7,6,12.666666666666666,0,15.5,2.8,-4.06,Graduate
7844,1,17,1,9085,1,1,129.0,1,19,37,9,9,117.1,1,0,0,1,1,0,20,0,0,6,7,6,13.857142857142858,0,0,6,7,6,13.285714285714286,0,8.9,1.4,3.51,Graduate
7845,1,44,1,9003,1,39,150.0,1,37,38,3,6,150.0,1,0,0,1,0,1,19,0,0,6,6,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Enrolled
7846,1,1,1,171,1,1,136.0,1,19,38,9,5,120.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
7847,1,1,1,9670,1,1,130.0,1,37,37,9,9,121.9,0,0,0,1,1,0,18,0,0,5,5,5,11.0,0,0,5,7,5,14.2,0,9.4,-0.8,-3.12,Graduate
7848,1,1,1,9254,1,1,136.0,1,19,19,9,8,121.3,0,0,0,1,0,0,19,0,0,6,12,4,13.0,0,0,6,12,6,13.5,0,16.2,0.3,-0.92,Enrolled
7849,1,43,1,9130,1,1,150.0,1,4,4,2,2,150.0,0,0,0,1,0,0,24,0,0,5,11,2,12.5,1,0,5,8,4,12.75,0,12.7,3.7,-1.7,Enrolled
7850,1,39,1,9147,1,12,133.1,1,37,37,9,9,140.0,1,0,0,1,1,0,49,0,0,5,10,0,0.0,0,0,5,7,0,0.0,0,7.6,2.6,0.32,Dropout
7851,1,1,6,9500,1,1,139.0,1,1,37,4,9,128.0,1,0,0,1,0,1,19,0,0,7,7,6,13.066666666666668,0,0,7,7,6,13.066666666666668,0,7.6,2.6,0.32,Graduate
7852,1,18,1,9670,1,1,134.0,1,37,37,9,9,125.1,0,0,0,1,0,0,21,0,0,5,6,3,12.0,0,0,5,6,3,13.333333333333334,0,10.8,1.4,1.74,Dropout
7853,1,1,1,9500,1,1,122.0,1,1,38,5,7,114.3,0,0,0,1,0,1,19,0,0,7,10,6,12.401428571428571,0,0,8,11,6,13.083333333333334,0,15.5,2.8,-4.06,Graduate
7854,1,51,1,9070,1,1,128.0,1,3,1,2,4,118.2,0,0,1,0,1,0,21,0,4,10,12,5,12.0,0,5,9,12,5,11.666666666666666,0,8.9,1.4,3.51,Dropout
7855,1,1,1,9773,1,1,135.0,1,38,37,9,9,135.8,1,0,0,1,0,1,20,0,0,6,6,6,13.833333333333334,0,0,6,8,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate
7856,1,1,1,9238,1,1,133.1,1,38,19,9,7,110.0,0,0,0,1,0,0,20,0,0,6,8,6,11.428571428571429,0,0,6,10,6,11.0,0,10.8,1.4,1.74,Enrolled
7857,1,1,1,9773,1,1,132.0,1,1,1,4,7,126.1,1,0,0,1,0,0,18,0,0,6,7,6,13.833333333333334,0,0,6,7,6,12.5,0,12.4,0.5,1.79,Graduate
7858,1,43,1,8014,0,1,133.1,1,38,37,7,7,120.0,0,0,0,1,1,0,25,0,0,6,12,3,11.666666666666666,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Enrolled
7859,1,1,3,9070,1,1,131.0,1,3,1,4,4,135.9,1,0,0,1,0,1,18,0,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Graduate
7860,1,1,1,9670,1,1,125.0,1,37,37,9,3,121.5,1,0,0,1,1,1,20,0,0,5,8,4,12.0,0,0,5,7,4,11.5,0,7.6,2.6,0.32,Enrolled
7861,1,1,1,9670,1,1,121.0,1,19,19,3,7,114.4,0,0,0,1,0,1,19,0,0,6,8,6,14.0,0,0,6,9,5,12.2,0,11.1,0.6,2.02,Graduate
7862,1,17,5,9147,1,1,121.0,1,1,1,4,5,111.1,1,0,0,1,1,0,22,0,0,5,7,3,12.0,0,0,5,11,2,10.0,0,9.4,-0.8,-3.12,Enrolled
7863,1,1,3,9773,1,1,156.0,1,1,19,9,7,140.5,1,0,0,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,15.333333333333334,0,8.9,1.4,3.51,Graduate
7864,1,17,1,9670,1,1,133.1,1,1,19,3,3,110.5,1,0,0,1,0,0,19,0,0,6,10,6,14.25,0,0,6,8,6,13.857142857142858,0,11.1,0.6,2.02,Graduate
7865,1,1,1,9085,1,1,120.0,1,1,38,4,5,111.5,0,0,0,1,1,0,20,0,0,6,13,5,12.333333333333334,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Enrolled
7866,1,39,1,9991,0,1,130.0,1,37,37,6,6,100.0,1,0,0,1,0,0,31,0,0,5,10,4,11.5,0,0,5,9,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
7867,1,7,1,9773,1,40,140.0,1,1,4,4,2,140.0,0,0,0,1,1,0,27,0,0,6,8,5,12.6,0,0,6,7,5,13.0,0,11.1,0.6,2.02,Dropout
7868,2,39,1,8014,0,19,133.1,1,37,37,9,9,112.0,0,0,0,1,1,0,43,0,0,6,9,5,11.0,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled
7869,1,1,1,9670,1,1,130.0,1,38,37,9,9,123.7,1,0,1,0,0,0,18,0,0,6,8,6,12.0,0,0,6,6,4,12.25,0,10.8,1.4,1.74,Graduate
7870,1,43,1,171,1,1,140.0,1,3,2,3,3,100.0,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
7871,1,1,1,9085,1,1,131.0,1,38,37,9,9,123.7,1,0,0,1,1,0,21,0,0,5,7,5,12.4,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate
7872,1,17,2,171,1,1,130.0,1,37,37,9,9,122.8,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
7873,1,1,1,9238,1,1,125.0,1,38,37,9,8,125.4,0,0,0,1,0,1,20,0,0,6,8,6,11.333333333333334,0,0,6,9,6,11.333333333333334,0,12.4,0.5,1.79,Graduate
7874,1,7,1,9991,0,3,140.0,1,34,34,0,0,140.0,1,0,0,0,1,0,55,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
7875,1,39,1,9500,1,1,130.0,1,38,1,5,7,150.0,0,0,0,1,1,0,24,0,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,Graduate
7876,1,39,1,8014,0,1,100.0,1,1,19,4,5,121.5,0,0,0,1,1,0,41,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,9.4,-0.8,-3.12,Graduate
7877,1,1,2,9070,1,1,135.0,1,1,37,5,7,132.8,1,0,0,1,0,1,20,0,0,6,6,6,12.833333333333334,0,0,6,9,5,13.2,0,10.8,1.4,1.74,Graduate
7878,1,1,1,9238,1,1,122.0,1,38,38,5,7,114.3,1,0,0,1,0,1,19,0,0,6,8,6,12.285714285714286,0,0,6,9,5,11.8,0,12.4,0.5,1.79,Graduate
7879,1,53,1,9070,1,42,140.0,1,38,19,9,9,142.2,0,0,0,1,0,1,20,0,5,9,9,9,13.11111111111111,0,3,9,11,8,14.166666666666666,0,11.1,0.6,2.02,Graduate
7880,1,1,1,9254,1,1,136.0,1,1,37,5,5,125.7,1,0,0,1,0,0,19,0,0,6,8,5,11.0,0,0,6,7,4,12.6,0,9.4,-0.8,-3.12,Enrolled
7881,1,39,1,9500,1,1,133.1,1,37,37,9,9,100.0,0,0,0,0,1,0,37,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout
7882,1,1,1,9147,1,1,124.0,1,38,38,7,10,124.7,0,0,0,1,0,0,19,0,0,5,9,3,12.333333333333334,0,0,5,7,2,10.5,0,9.4,-0.8,-3.12,Enrolled
7883,1,1,1,9773,1,1,144.0,1,2,19,2,5,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,9,4,12.5,0,15.5,2.8,-4.06,Graduate
7884,1,17,6,9773,1,1,141.0,1,19,38,9,9,138.1,1,0,0,1,0,0,18,0,0,6,8,6,13.285714285714286,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
7885,1,1,1,9773,1,1,131.0,1,1,19,4,5,135.9,1,0,0,1,0,0,18,0,0,6,7,6,13.428571428571429,0,0,6,6,6,13.166666666666666,0,10.8,1.4,1.74,Graduate
7886,1,16,4,9147,1,1,154.0,1,19,38,9,8,164.3,1,1,0,1,0,1,18,0,0,5,6,5,12.0,1,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Graduate
7887,1,1,1,9773,1,1,125.0,1,19,19,5,7,122.7,0,0,0,1,0,1,19,0,0,6,6,6,14.166666666666666,0,0,6,6,6,12.166666666666666,0,15.5,2.8,-4.06,Graduate
7888,1,1,2,9254,1,1,136.0,1,1,19,4,7,121.9,1,0,0,1,0,1,18,0,0,6,7,6,13.833333333333334,0,0,6,6,6,13.0,0,8.9,1.4,3.51,Graduate
7889,1,1,5,9500,1,1,143.0,1,19,19,4,5,137.5,1,0,0,1,0,0,18,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,10.8,1.4,1.74,Graduate
7890,1,17,1,8014,0,1,133.1,1,37,37,9,6,118.0,0,0,0,1,0,0,25,0,0,6,6,6,12.0,0,0,6,7,6,14.5,0,10.8,1.4,1.74,Enrolled
